nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,label
0.89625406,0.134903,0.87928426,0.11818305,0.8993002,0.11643262,0.62459075,0.118297055,0.7913835,0.119043835,0.4741834,0.22747903,0.60259384,0.24470395,0.6155767,0.42242587,0.5986653,0.44775447,0.8395193,0.5782993,0.8451691,0.5868189,0.38334137,0.61427367,0.5046285,0.6262282,0.2652046,0.8817892,0.48957446,0.8938346,0.1309934,1.0,0.36771765,1.0,1
0.8681148,0.1272242,0.8503346,0.11113963,0.8759917,0.10921436,0.59476113,0.11018071,0.78660935,0.11090746,0.4264318,0.22267869,0.63332635,0.23860589,0.54022896,0.424984,0.6461779,0.44670504,0.8282653,0.5681903,0.8434586,0.5845677,0.36716983,0.6123789,0.533953,0.62386227,0.28789586,0.8817421,0.50179,0.8935062,0.17682804,0.99587363,0.3895135,1.0,1
0.8788102,0.13362852,0.8494793,0.11402349,0.88861775,0.116747476,0.55635613,0.10606566,0.8197999,0.11914425,0.34858987,0.21343274,0.7459494,0.24581791,0.31225616,0.41127276,0.76196176,0.44854528,0.6845424,0.58098567,0.8863594,0.5899553,0.34093595,0.59718114,0.6300863,0.61429864,0.26317632,0.86245006,0.60370994,0.87788445,0.14082088,0.9930434,0.4672156,1.0,1
0.87921834,0.1337464,0.84988225,0.114103176,0.88901764,0.116807364,0.5559692,0.106152445,0.81991506,0.1192194,0.34663126,0.21365324,0.74705124,0.24611178,0.30660188,0.41169587,0.7633408,0.44901136,0.67131406,0.58220035,0.88611245,0.59007156,0.3391205,0.59859353,0.6300291,0.61570626,0.2617651,0.8629134,0.6036495,0.8783894,0.14000256,0.9930655,0.46717408,1.0,1
0.931061,0.07340207,0.9163343,0.05846419,0.93364155,0.057706546,0.6637515,0.06645198,0.84552795,0.070493214,0.47180265,0.19975238,0.6964563,0.22029479,0.50475353,0.426456,0.727076,0.45421258,0.8211279,0.584438,0.84972864,0.60342157,0.40579095,0.60251176,0.5612882,0.61428106,0.38049668,0.8723267,0.49373907,0.8849343,0.29777342,0.9853208,0.3670023,1.0,1
0.8236972,0.10720658,0.8156775,0.09187908,0.83462834,0.09187536,0.6074477,0.09638748,0.81909406,0.104462765,0.397449,0.20560455,0.797423,0.23508264,0.2696655,0.378466,0.82710403,0.42480287,0.40007463,0.55049276,0.8008797,0.58871174,0.32570013,0.59882843,0.6193329,0.60902613,0.23171595,0.8512224,0.63584584,0.86249024,0.16456008,0.9952914,0.54337597,1.0,1
0.6447633,0.07206039,0.6591998,0.058366727,0.6482906,0.057366896,0.589813,0.07594165,0.6728372,0.07593965,0.45543662,0.20912589,0.7306866,0.22440055,0.35512245,0.39468342,0.7980202,0.4286176,0.6026502,0.5467279,0.81542194,0.59610295,0.4196727,0.58448267,0.6141696,0.5868779,0.34005877,0.8328735,0.57047576,0.8430141,0.2927403,0.98288876,0.4948981,0.9979202,1
0.7858988,0.11758242,0.8053526,0.1025319,0.76566964,0.10033406,0.7126156,0.111669384,0.70972776,0.11170882,0.5095846,0.22608908,0.6809844,0.24085373,0.45459768,0.372069,0.6574237,0.42062756,0.7101612,0.45052308,0.7865422,0.6030956,0.41661268,0.5799698,0.5862311,0.5888818,0.24927478,0.8298939,0.6492457,0.8406376,0.11240263,0.98308253,0.599445,0.99999994,1
0.62174904,0.03298216,0.66502887,0.017907763,0.6194021,0.016400147,0.6812018,0.042201377,0.66192114,0.038637828,0.48276743,0.19439931,0.7191172,0.21280171,0.33966917,0.36457512,0.70513576,0.43884537,0.5702806,0.4311037,0.83433074,0.62751156,0.4213516,0.58764786,0.6320106,0.5951593,0.23586045,0.83502,0.6513283,0.84620005,0.10461229,0.98650426,0.61716235,1.0,1
0.6208933,0.03267598,0.664602,0.017641783,0.6183755,0.016212035,0.68178844,0.042076062,0.6608527,0.038665343,0.48356873,0.19401394,0.7187885,0.2129653,0.33932197,0.36403316,0.70353353,0.43957922,0.5666131,0.43113205,0.8344058,0.6282389,0.42133647,0.5880341,0.6314064,0.59568226,0.23559117,0.8354029,0.6509159,0.84670675,0.10484348,0.98655766,0.61708736,1.0,1
0.52252567,0.07077913,0.564867,0.05324969,0.54124635,0.053880926,0.6523177,0.07394605,0.674701,0.070045665,0.5260877,0.22036642,0.8015175,0.22973204,0.37660843,0.3714294,0.82468325,0.43727434,0.53425974,0.4148035,0.77876174,0.61221546,0.44289288,0.5853183,0.6661844,0.58218396,0.22296694,0.844493,0.63834125,0.8481186,0.12049948,0.9942961,0.6106162,1.0,1
0.5126917,0.059919883,0.5337147,0.043275688,0.55732816,0.04516439,0.60947776,0.068038605,0.7669387,0.06721272,0.47387752,0.22156851,0.85069954,0.24110393,0.34240448,0.37549996,0.8540236,0.45731315,0.53626204,0.43784752,0.8048732,0.62797076,0.41426843,0.6003144,0.7006929,0.6048281,0.21276973,0.8523942,0.6280677,0.8619417,0.08232394,0.98482674,0.58883184,1.0,1
0.56305015,0.08787604,0.5839473,0.0709435,0.578151,0.07438951,0.5946672,0.09091072,0.662099,0.099066496,0.4597275,0.2285904,0.7569612,0.2607819,0.37649035,0.38320917,0.81048596,0.44427547,0.58325326,0.4803578,0.85365665,0.55818194,0.448503,0.57546717,0.67975765,0.58867425,0.23225969,0.8289434,0.62422466,0.84543604,0.09428239,0.9926852,0.5750724,1.0,1
0.5826084,0.12924013,0.62161475,0.1133911,0.58440536,0.11397443,0.75498945,0.094947904,0.6904681,0.09693965,0.7142553,0.13409095,0.7045141,0.13737516,0.6195816,0.15491346,0.6323626,0.15587272,0.6664841,0.15263157,0.62058824,0.12685822,0.6115462,0.51952904,0.57649064,0.5100886,0.5188135,0.81876475,0.35558316,0.8155178,0.46794727,0.991613,0.2035649,0.9970655,1
0.5355513,0.022997523,0.56091416,0.012114143,0.5253104,0.016837263,0.5948546,0.03761549,0.58411384,0.049611665,0.50283796,0.14801231,0.75486207,0.20020963,0.55267674,0.19074336,0.8643839,0.335775,0.69623065,0.10189467,0.85416967,0.31639454,0.4792357,0.53093535,0.6812234,0.54457206,0.3069614,0.79016674,0.62020755,0.8094923,0.1461429,0.9697757,0.5733686,0.9817994,1
0.454489,0.025977088,0.496018,0.014780426,0.45926085,0.017818071,0.6017808,0.018972397,0.58041555,0.023837615,0.53798336,0.09253626,0.7529412,0.12731643,0.5710772,0.11200558,0.84448296,0.20663024,0.6852454,0.06126499,0.8189623,0.17987023,0.5022311,0.513768,0.6783176,0.5192488,0.32421267,0.7881258,0.61135936,0.80241853,0.16757002,0.9724379,0.5639984,0.98241174,1
0.3839531,0.05207572,0.44303757,0.034855653,0.3971943,0.037377596,0.6188109,0.0512393,0.56533146,0.04781623,0.53351283,0.16762099,0.7756293,0.16270003,0.4627717,0.2725338,0.80572665,0.2180298,0.6044202,0.28888378,0.784715,0.16229153,0.50597656,0.53959244,0.70117164,0.5359383,0.29496545,0.80448264,0.64805734,0.8168144,0.14516161,0.97986543,0.57130957,0.99566966,1
0.14102256,0.1402128,0.12630022,0.122453496,0.16271867,0.12051439,0.19045739,0.10450265,0.43922943,0.094263405,0.32934952,0.18865961,0.65102524,0.16321363,0.3477533,0.3420407,0.6518744,0.31193563,0.20232907,0.4389788,0.28473347,0.4258824,0.56814945,0.48942128,0.78714794,0.47657204,0.61909115,0.7054187,0.7947657,0.6949305,0.7577481,0.9208212,0.8412963,0.89178526,1
0.119811565,0.141363,0.10409827,0.12316,0.14750366,0.12239747,0.17857479,0.106084816,0.4328263,0.0983098,0.31247228,0.190492,0.6521416,0.17014436,0.3183476,0.35351014,0.81495875,0.33840206,0.16194437,0.4513806,0.83833104,0.48356083,0.5615073,0.49199075,0.77731574,0.48201725,0.625047,0.70636195,0.7848451,0.6995087,0.7560792,0.92397535,0.83410335,0.8905143,1
0.12141845,0.13580845,0.10594873,0.117716834,0.1402794,0.11678529,0.16966279,0.099406384,0.4098441,0.091235735,0.3104705,0.18302847,0.6263028,0.15925826,0.348688,0.33801615,0.72796863,0.31436664,0.21875058,0.44056618,0.6331111,0.45487118,0.56576675,0.48517072,0.7749086,0.47430614,0.6245668,0.70239764,0.7912649,0.69541585,0.7496583,0.9210051,0.8438931,0.89228994,1
0.120682806,0.12973821,0.10651836,0.111542866,0.14053908,0.11175482,0.17771316,0.09509211,0.40988287,0.089367,0.31221685,0.17927927,0.63560295,0.15896446,0.33402184,0.3396295,0.79021424,0.3207674,0.21031488,0.45233274,0.8209558,0.4755778,0.5620402,0.48392674,0.772077,0.4742337,0.6184513,0.6983649,0.7995068,0.6922299,0.74446285,0.91920453,0.85149425,0.89038426,1
0.10942613,0.11886792,0.10465035,0.101277925,0.122383066,0.100968935,0.20963512,0.088697,0.39803454,0.08169065,0.30445653,0.17888416,0.6473571,0.15551157,0.29023826,0.35698104,0.7905331,0.33518246,0.20525667,0.4795908,0.74541503,0.47556716,0.5656271,0.49418852,0.78906995,0.4837441,0.6163521,0.7224821,0.8102083,0.7000422,0.7299393,0.92809814,0.8532867,0.90125054,1
0.12975089,0.12703384,0.12567437,0.10973394,0.14689909,0.10615094,0.21401544,0.09625759,0.42610595,0.08333769,0.32125366,0.18161277,0.62477773,0.15533817,0.3224812,0.3480859,0.75377643,0.32697716,0.22064954,0.47646332,0.7605953,0.47909904,0.58135533,0.49017063,0.7746941,0.48030347,0.64771086,0.7176198,0.7923658,0.7008466,0.7724575,0.91997194,0.8414166,0.89975196,1
0.12332507,0.12266545,0.1190791,0.104984954,0.13809681,0.10442466,0.22667676,0.09027714,0.42002493,0.08319407,0.30860996,0.17927389,0.6680536,0.1558683,0.28319147,0.3549151,0.79796696,0.33275804,0.25744864,0.48505837,0.75537413,0.47985733,0.5602182,0.4945201,0.7963358,0.48365963,0.60999876,0.7230154,0.8229385,0.6980443,0.72122365,0.9319435,0.8594113,0.9031406,1
0.12484055,0.12945771,0.120404445,0.111285396,0.1337112,0.111962505,0.22379269,0.09439239,0.39647225,0.09075903,0.32220262,0.17867115,0.6399587,0.16086338,0.2994909,0.35069776,0.79254603,0.334403,0.3024215,0.4985884,0.7989338,0.48595387,0.55881363,0.49053118,0.76436603,0.48104408,0.61597,0.71494836,0.7991304,0.6904441,0.73681414,0.92768073,0.8526306,0.8919008,1
0.1139875,0.120691724,0.10236229,0.10256777,0.14064237,0.10279865,0.18787253,0.093008175,0.42281875,0.08668823,0.3213075,0.18522066,0.63759536,0.16372642,0.308013,0.35989225,0.78908455,0.33638045,0.28335762,0.4855686,0.7932747,0.4864809,0.5505338,0.4938323,0.74977875,0.48219055,0.612797,0.70326096,0.77606326,0.6897641,0.7289368,0.9185637,0.866119,0.8757303,1
0.13144603,0.12035097,0.11025348,0.10465412,0.15559748,0.106204934,0.18347785,0.09390168,0.4160899,0.08985247,0.3366668,0.18267913,0.6193258,0.16029668,0.3592605,0.34513417,0.76289874,0.3237489,0.3019256,0.47251433,0.8212949,0.46843433,0.55902374,0.4824331,0.73601234,0.4698183,0.6298969,0.69969255,0.76810706,0.6793088,0.7195854,0.9037414,0.8558643,0.86174285,1
0.111209586,0.119744055,0.10133914,0.10266182,0.14153837,0.102096364,0.17947647,0.09671359,0.41548017,0.087912746,0.31348562,0.18635716,0.62158227,0.1620408,0.31076115,0.35121357,0.7717755,0.3221987,0.28146434,0.47173306,0.8319042,0.46930248,0.55116284,0.48409292,0.745656,0.47190255,0.62074494,0.69922423,0.78542894,0.68501157,0.7375104,0.91788876,0.8682347,0.87145287,1
0.112808935,0.12803052,0.09981024,0.11065237,0.13916346,0.109693624,0.16898206,0.09963378,0.41413173,0.09048004,0.2939398,0.18708028,0.61783445,0.15866399,0.27199474,0.35390157,0.75017464,0.31664264,0.25718182,0.4691833,0.8093709,0.47593117,0.5477993,0.49376875,0.756217,0.48033923,0.6070239,0.70519143,0.7900128,0.68952674,0.72679186,0.9200216,0.8509493,0.87585837,1
0.09885483,0.12279558,0.08510583,0.10397711,0.12805061,0.106766656,0.19267079,0.09523835,0.41627306,0.093352936,0.28207114,0.20105037,0.69644266,0.18478002,0.2583831,0.37654787,0.8960883,0.3643801,0.29022908,0.48005876,0.8522934,0.48071343,0.53705513,0.51109946,0.78649414,0.49918222,0.6214214,0.72130716,0.8093001,0.69729525,0.72864497,0.9262204,0.8711491,0.87911874,1
0.10838384,0.12816744,0.099874385,0.11041589,0.12239396,0.11186691,0.17822143,0.09454736,0.37465253,0.091547064,0.25439367,0.18955927,0.6469951,0.17352323,0.21673445,0.3669246,0.80899554,0.3461366,0.26626587,0.49082518,0.81070036,0.4783485,0.518662,0.5043708,0.7720367,0.49509752,0.59641147,0.73103774,0.8108398,0.7062905,0.72753763,0.94049585,0.85667616,0.89199495,1
0.10155482,0.12170877,0.08568931,0.10301113,0.12997271,0.105127044,0.15345432,0.09519076,0.3961638,0.092842154,0.24595614,0.19919045,0.6467444,0.18361312,0.23213856,0.3799876,0.83780485,0.35913387,0.26343167,0.48475805,0.84856796,0.4766693,0.5156212,0.50872153,0.76727873,0.49902964,0.58845866,0.72150654,0.7888758,0.7035929,0.7219657,0.9282161,0.858986,0.8830222,1
0.1085367,0.11918326,0.09744898,0.101965144,0.1255808,0.10339136,0.17598774,0.08961668,0.3945553,0.086025186,0.23756003,0.19231614,0.68027186,0.1745731,0.18963864,0.3725322,0.8258466,0.35495844,0.23661578,0.47548068,0.77592015,0.4830175,0.5018762,0.4996034,0.7880065,0.48717293,0.5853326,0.72699475,0.8133872,0.69048023,0.71779263,0.93880385,0.83944863,0.8741623,1
0.10774942,0.11811471,0.09738193,0.101792574,0.12616229,0.10299249,0.17552005,0.090857744,0.39474756,0.08661241,0.23369487,0.19002533,0.679359,0.17182522,0.19266552,0.36278495,0.8257499,0.34606695,0.21384424,0.47034055,0.7836988,0.4816162,0.49038053,0.49493763,0.7798957,0.48233822,0.57808775,0.72490484,0.8115263,0.68857855,0.7146062,0.9383585,0.83912045,0.8752385,1
0.11864405,0.11439267,0.109394945,0.09889202,0.14190638,0.09772062,0.16776733,0.09438515,0.39580703,0.08532777,0.24493226,0.19026732,0.62342906,0.16773143,0.23386706,0.35349607,0.7733702,0.32956356,0.24096654,0.48028475,0.8199347,0.47622216,0.51383245,0.48817083,0.7562643,0.47806334,0.6006112,0.7204601,0.782609,0.6976729,0.7231966,0.93024963,0.8466963,0.8946831,1
0.08357536,0.09155936,0.06784757,0.07398595,0.11666614,0.07629003,0.12859973,0.0760558,0.37971142,0.07324371,0.21657687,0.18494615,0.6388433,0.1714693,0.22114392,0.35074183,0.85576767,0.33767298,0.22965816,0.45726642,0.8630275,0.46505725,0.48383808,0.48924822,0.7451614,0.480826,0.5739751,0.7093104,0.7677844,0.6959223,0.71438193,0.924567,0.8589005,0.88616526,1
0.09136063,0.08937372,0.07946864,0.07247533,0.12314935,0.07460055,0.14095414,0.07599244,0.37279642,0.07343897,0.21511678,0.18344766,0.6213241,0.17353067,0.22104098,0.34188756,0.81865025,0.33688086,0.28676212,0.44269735,0.87558365,0.4640343,0.48513314,0.4858309,0.7386951,0.47821176,0.57493603,0.7040909,0.7729485,0.6877716,0.7195223,0.9244266,0.85510933,0.87612605,1
0.38001788,0.084354155,0.36774403,0.07523526,0.39239594,0.0725409,0.3293909,0.07750882,0.5239823,0.0684555,0.28485197,0.17399482,0.6503095,0.15863284,0.1919775,0.33616406,0.75781196,0.3215094,0.21684694,0.45015913,0.844322,0.46401733,0.4771643,0.48095343,0.71945214,0.47372502,0.56895614,0.7153893,0.77802217,0.69238144,0.70826423,0.9263938,0.8491121,0.8732648,1
0.34916997,0.09656629,0.34156066,0.088392586,0.361288,0.08659057,0.31795818,0.09338403,0.48146343,0.08575687,0.29684493,0.1863637,0.6121034,0.17096671,0.14849511,0.3250847,0.5496656,0.30361825,0.10477344,0.40416604,0.3694635,0.40358514,0.49379632,0.4989397,0.7118907,0.4905439,0.58457595,0.72801447,0.7810056,0.7016252,0.7053559,0.9277858,0.84502834,0.8735384,1
0.338578,0.11848149,0.3258618,0.10954966,0.35866556,0.10777516,0.30498463,0.11199054,0.50963223,0.10444478,0.2794996,0.20074528,0.669665,0.1860328,0.11192039,0.32731023,0.7366076,0.31492534,0.059937544,0.40338877,0.684945,0.42646298,0.47362792,0.49818677,0.7271106,0.489624,0.56528145,0.7238281,0.7855692,0.69888055,0.6967742,0.92756253,0.84847206,0.87659717,1
0.38723713,0.11942853,0.40274912,0.10763592,0.3639003,0.10812711,0.4175557,0.10219287,0.37567717,0.101513565,0.47634757,0.18850756,0.4132809,0.18283558,0.6709987,0.3309389,0.290303,0.3100994,0.8650965,0.45896924,0.18899053,0.40394208,0.56556004,0.5079377,0.57536024,0.5044551,0.61666083,0.7242988,0.7285727,0.70382607,0.7252123,0.92567736,0.83276737,0.87469,1
0.3882484,0.1142795,0.3832151,0.103814885,0.38856184,0.10207772,0.3324725,0.10767111,0.45582655,0.102000475,0.3040125,0.20726627,0.5935871,0.20111866,0.38679707,0.3524511,0.79594296,0.3545568,0.66859215,0.4672366,0.9076726,0.48585194,0.47140422,0.5057935,0.67202044,0.5032904,0.5749732,0.7241593,0.78151065,0.70463103,0.704939,0.9259292,0.8489745,0.88224655,1
0.48464492,0.15042262,0.46219712,0.13823241,0.49427715,0.13575505,0.3447406,0.11501322,0.5455931,0.110179566,0.31132624,0.17058147,0.6382813,0.16775931,0.44419533,0.26216772,0.83545274,0.30071586,0.71085805,0.34188533,0.9364661,0.44585875,0.4249088,0.4772658,0.65250427,0.4751023,0.55149627,0.71444094,0.7624113,0.6898501,0.7001621,0.92164934,0.8379747,0.8881686,1
0.13221876,0.10331183,0.114881806,0.08808251,0.16102141,0.0900682,0.14589381,0.088439085,0.38197866,0.08638339,0.1943912,0.1864349,0.6206427,0.17529769,0.1587763,0.33797127,0.816343,0.33186147,0.12440306,0.45211908,0.8641337,0.48160806,0.47310442,0.4743519,0.7427125,0.46620974,0.54638225,0.6980619,0.77755415,0.6794308,0.695527,0.9223772,0.8503582,0.87459034,1
0.13350862,0.10323191,0.11799245,0.08798961,0.16320705,0.09009009,0.15470228,0.08963471,0.3868388,0.0878614,0.19940111,0.1877618,0.6273946,0.17860821,0.14846794,0.333727,0.823743,0.33253026,0.110835455,0.4456441,0.8758565,0.4811139,0.47710624,0.4792163,0.74577874,0.47202995,0.55149597,0.69852847,0.77699107,0.6820283,0.69388896,0.92040473,0.8502836,0.87552387,1
0.20930107,0.09602752,0.20107508,0.083244994,0.22145095,0.083590224,0.21011622,0.086798914,0.39958516,0.08189535,0.22756588,0.19259492,0.63880587,0.18113288,0.14165911,0.34430942,0.8492914,0.3395023,0.095632836,0.4417938,0.89918363,0.47918516,0.47903654,0.49243656,0.7398655,0.4840581,0.5661946,0.71343106,0.7848549,0.68609947,0.7136779,0.9224019,0.8541666,0.86467797,1
0.21115236,0.09844375,0.19305697,0.0839293,0.24008489,0.08429652,0.18304738,0.0922606,0.43279234,0.08639508,0.19601111,0.20286655,0.6569559,0.18797535,0.16662148,0.36076406,0.8666442,0.34653056,0.26067945,0.48034418,0.88627684,0.48540926,0.46072862,0.4915828,0.7511364,0.4830464,0.559422,0.70780426,0.7800837,0.68784696,0.7015284,0.91605204,0.84111655,0.8715767,1
0.50519556,0.1424192,0.47759718,0.13031946,0.52236694,0.12965252,0.35268837,0.13743381,0.619395,0.13276048,0.27991214,0.24132574,0.7485982,0.23144653,0.1463382,0.39447224,0.9277961,0.38601777,0.18608811,0.48529905,0.9010176,0.49888188,0.4921854,0.5219655,0.7888952,0.5157764,0.5768873,0.71827114,0.83105534,0.6978471,0.7374524,0.9155893,0.8539209,0.86584103,1
0.33948952,0.1140739,0.35113338,0.101396754,0.3245292,0.10294433,0.36171702,0.10515356,0.33338538,0.10667501,0.47250715,0.2118908,0.3209846,0.21446276,0.6518099,0.3685007,0.19025026,0.37094095,0.8294967,0.4814073,0.21741647,0.4897049,0.6245319,0.5184064,0.5629936,0.521227,0.68680453,0.72098905,0.70311564,0.710514,0.76535875,0.9186659,0.805934,0.8791654,1
0.250313,0.11125068,0.24083476,0.09827628,0.25919333,0.09799728,0.22626786,0.09969091,0.40282238,0.09473648,0.22313431,0.2070122,0.59712636,0.19572467,0.20751162,0.38053823,0.79476434,0.36111432,0.39062303,0.5180932,0.88422817,0.5019598,0.47633266,0.5133441,0.7212351,0.5088762,0.56622964,0.72309816,0.77820283,0.70249605,0.69945407,0.92004734,0.8268908,0.87459886,1
0.3143362,0.11763191,0.3270762,0.1042078,0.29506755,0.10617017,0.35002136,0.10682883,0.30405354,0.10880937,0.5080928,0.21659073,0.30250794,0.21686856,0.7529016,0.38459614,0.20556422,0.3827306,0.9198483,0.51787597,0.2510523,0.52324045,0.6338524,0.5201662,0.54584706,0.5201958,0.6618226,0.72043467,0.689262,0.7089832,0.73837584,0.9202118,0.79989284,0.87799084,1
0.30805135,0.113674305,0.29664874,0.10053773,0.31832573,0.09980144,0.26834336,0.10165429,0.45721868,0.09655595,0.24069917,0.21067494,0.66214216,0.20216136,0.14670405,0.37421858,0.856262,0.3692557,0.19519068,0.49717546,0.83925396,0.50510806,0.4526197,0.51590097,0.7241878,0.5110307,0.54989433,0.7230777,0.776585,0.70452774,0.6828415,0.9234028,0.8441843,0.8808243,1
0.22485411,0.084132574,0.2103171,0.06941838,0.25708637,0.0694508,0.20165405,0.078905486,0.4571191,0.07375054,0.20279111,0.19187893,0.66243654,0.18268237,0.14866981,0.35293043,0.85026693,0.35004452,0.17723675,0.4879505,0.8992635,0.5006392,0.43410125,0.4947824,0.725532,0.48977572,0.5562817,0.71202296,0.7678255,0.69311035,0.6785693,0.92025036,0.8399461,0.8849655,1
0.26220137,0.10961886,0.2464949,0.09592676,0.29102448,0.094860926,0.23402657,0.09711904,0.48546848,0.09034633,0.21411093,0.20701602,0.6859916,0.19675064,0.111380324,0.3585113,0.83373255,0.3639498,0.11508623,0.4399163,0.88948,0.49758834,0.43496546,0.50764537,0.7407894,0.49941683,0.54657555,0.72417617,0.78871894,0.6961925,0.67507994,0.92991024,0.8568502,0.8707602,1
0.25087628,0.08984823,0.23821115,0.07731943,0.27946785,0.07639913,0.22724882,0.08379903,0.46953902,0.07683024,0.20807274,0.19570999,0.671508,0.18615244,0.104340725,0.3473736,0.8286865,0.3518884,0.09787468,0.4388789,0.8587754,0.49235076,0.43067575,0.4921428,0.73221314,0.4848079,0.5302814,0.71082264,0.776497,0.6884911,0.673017,0.922855,0.8582216,0.8719052,1
0.22970176,0.09699903,0.2192048,0.0839428,0.25906464,0.083387904,0.22928615,0.09070883,0.46697292,0.08411303,0.21939884,0.20163241,0.6845134,0.1922533,0.09629502,0.34414825,0.8463188,0.35848543,0.064378075,0.42730933,0.8714091,0.5222553,0.44420937,0.5073586,0.74056154,0.4994606,0.55197316,0.7277878,0.7838337,0.70354635,0.6795982,0.9355533,0.8455217,0.8849441,1
