nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,label
0.27172375,0.12338703,0.27406415,0.10173109,0.2765122,0.104965426,0.39540356,0.083547115,0.46816948,0.09158907,0.5917409,0.17896502,0.64100796,0.17500947,0.5631366,0.3408154,0.5163248,0.30653942,0.2577797,0.4639949,0.17559052,0.3548318,0.5747989,0.47114077,0.61081415,0.46354228,0.6107369,0.68898517,0.6408283,0.6724584,0.8125836,0.9032281,0.8074953,0.87943137,0
0.23963727,0.13562469,0.23380625,0.11478918,0.2487466,0.117934585,0.3548061,0.09435435,0.4785414,0.101121806,0.56593645,0.17980328,0.65202534,0.1751159,0.53147167,0.33616793,0.53578544,0.3152592,0.2357321,0.40370408,0.21848252,0.34081548,0.56479454,0.46987942,0.621552,0.46176398,0.6232859,0.70033437,0.66827565,0.68458015,0.7833191,0.92238176,0.77080977,0.8953003,0
0.30116773,0.13098566,0.2931159,0.11028137,0.3092712,0.1135222,0.41039237,0.0890327,0.53723466,0.09642382,0.6226685,0.17330319,0.7175571,0.1691544,0.6138289,0.3411602,0.5922064,0.30883142,0.33812675,0.44063225,0.2658126,0.32697958,0.64375186,0.46023658,0.71021223,0.45192435,0.64241743,0.6777007,0.6985112,0.66105187,0.821431,0.90227795,0.8178665,0.87092,0
0.22512123,0.13550802,0.22231878,0.114435226,0.22668366,0.12048694,0.37020636,0.09686871,0.44941303,0.10877152,0.5634917,0.1804873,0.6349216,0.18081442,0.54180753,0.34079185,0.48634556,0.3122639,0.27708113,0.448654,0.14427538,0.31126943,0.58819646,0.46727616,0.6301912,0.46142027,0.62177896,0.6868311,0.64642185,0.6708709,0.81908107,0.91072154,0.79773116,0.8828587,0
0.2249588,0.13553269,0.22226815,0.11443005,0.22647351,0.12049042,0.37016127,0.09693485,0.44906297,0.1088286,0.56315005,0.18091579,0.6349806,0.18104891,0.5410013,0.3415942,0.4861694,0.31237078,0.27719215,0.449138,0.14427638,0.31126967,0.5877401,0.46805957,0.629899,0.46215773,0.6229182,0.6873876,0.6468974,0.6714947,0.8187261,0.9108292,0.79791695,0.8829436,0
0.21792306,0.13604258,0.205683,0.11472725,0.22330672,0.12086059,0.34077278,0.09536132,0.4669086,0.106621884,0.5683865,0.18197335,0.642146,0.17519338,0.55388415,0.34320366,0.4992363,0.29877096,0.2202488,0.4275083,0.16555396,0.30789518,0.5871375,0.46638456,0.6319653,0.45769033,0.615826,0.6845585,0.65052366,0.67194116,0.8155319,0.9059074,0.78700185,0.88148457,0
0.25304943,0.14294364,0.2407572,0.1209301,0.25469324,0.12697048,0.35517022,0.09952078,0.4798945,0.11064095,0.54815173,0.18779768,0.6576086,0.18022436,0.5410123,0.34327874,0.5439768,0.29733118,0.21909647,0.42755565,0.23144373,0.30159655,0.5740356,0.4755568,0.64083624,0.46705034,0.62179774,0.6908725,0.6534588,0.6795794,0.8078134,0.9034211,0.79037446,0.88102806,0
0.24401371,0.13727166,0.23644109,0.1152677,0.24336243,0.12129993,0.3623942,0.09481334,0.46202454,0.10638854,0.55785847,0.18046431,0.62437975,0.17843619,0.5024921,0.33495125,0.48971137,0.31180128,0.21784487,0.41988334,0.17799364,0.3304951,0.57923377,0.47181436,0.61535585,0.46527484,0.62736404,0.6950006,0.6503156,0.6830925,0.7950765,0.90850246,0.7660038,0.88811284,0
0.2693292,0.12949371,0.2964945,0.10716343,0.2551439,0.110836595,0.47305197,0.0893073,0.4058053,0.09762077,0.5957745,0.18139817,0.61118215,0.17678782,0.4771226,0.3463434,0.44243616,0.307685,0.20598139,0.41379416,0.16341317,0.30616537,0.58596945,0.46872333,0.59913015,0.46292642,0.6161819,0.6908845,0.66588134,0.674999,0.80538815,0.9079935,0.78692174,0.8909647,0
0.21842258,0.13421096,0.21378295,0.11229789,0.22408468,0.11676638,0.34444544,0.094199136,0.45308092,0.103547715,0.54497236,0.18288755,0.6401987,0.17922743,0.47176316,0.35007066,0.49185097,0.31985384,0.18207909,0.40598884,0.18964252,0.32001424,0.5838777,0.4768531,0.6427014,0.47062975,0.63658273,0.70185775,0.682287,0.6885769,0.8238943,0.9214395,0.8077185,0.8932306,0
0.21825126,0.1342359,0.21388131,0.11230364,0.22391053,0.11686851,0.34508473,0.09433889,0.45195323,0.10392122,0.54504675,0.18314284,0.6392464,0.17985056,0.47062838,0.35073543,0.4898889,0.32063243,0.18238254,0.40837982,0.18877378,0.3199336,0.58095497,0.47837052,0.6393723,0.4723994,0.63703394,0.7033107,0.68096614,0.6905294,0.82280743,0.9213995,0.80917,0.8947163,0
0.23409054,0.12867852,0.22592811,0.10651219,0.23651718,0.112626545,0.3395138,0.08961472,0.46015975,0.099926755,0.49685627,0.18469307,0.656232,0.1761215,0.4248776,0.34493878,0.5336513,0.3107974,0.118414626,0.39074224,0.20904957,0.32321247,0.5459015,0.47072774,0.63935316,0.46216595,0.6381245,0.6852767,0.68029636,0.67383766,0.82652026,0.89911455,0.8226995,0.87474173,0
0.24074467,0.13008839,0.23646823,0.108197905,0.23894656,0.11402182,0.35781547,0.090862654,0.44990823,0.101021744,0.52975845,0.18267673,0.6388945,0.17398262,0.48982823,0.34454265,0.53844917,0.30990046,0.15543053,0.390386,0.21475458,0.32736278,0.556475,0.46669286,0.6167068,0.457872,0.6232891,0.6800445,0.6560628,0.669428,0.81838024,0.89428824,0.7970725,0.87119144,0
0.23344326,0.12885875,0.23342088,0.107892394,0.2302373,0.11206324,0.34929013,0.09081962,0.4334135,0.09732007,0.5181377,0.1839208,0.62416655,0.17425048,0.44544017,0.34505305,0.49587917,0.31865668,0.1416967,0.3782108,0.16773395,0.32960075,0.5497436,0.46755922,0.60852355,0.4584393,0.6255663,0.67582667,0.63757354,0.66361004,0.82274103,0.88983667,0.7996299,0.86551034,0
0.18521118,0.1322747,0.17235877,0.11047485,0.19351606,0.11496169,0.27803406,0.091739364,0.4378887,0.100449875,0.48606703,0.17922713,0.6234211,0.1764174,0.44729197,0.3410491,0.48699337,0.3210735,0.13869181,0.39317948,0.15859658,0.33283016,0.5378586,0.4638854,0.6272325,0.4580677,0.6000418,0.68256176,0.66792566,0.6741578,0.81193227,0.9103089,0.79939204,0.8834064,0
0.19720428,0.13774647,0.18420213,0.11578991,0.1966917,0.12116496,0.28627452,0.09358806,0.4209262,0.104744054,0.4824578,0.17627,0.6120412,0.1769018,0.4267048,0.33555868,0.4793165,0.32193917,0.17092186,0.4043768,0.17802565,0.33918667,0.5434927,0.4621725,0.6272415,0.45800477,0.61745393,0.6851858,0.6720614,0.6771514,0.7853474,0.907453,0.77532893,0.88326836,0
0.19716686,0.13775882,0.18420966,0.11580047,0.19658151,0.1211852,0.28632885,0.09361858,0.42070153,0.104789205,0.48245037,0.17634739,0.6120958,0.17697072,0.42680705,0.33561185,0.47944683,0.32199094,0.17083198,0.40445024,0.17807673,0.33925,0.54337996,0.46223614,0.6271887,0.45806262,0.61780566,0.68519044,0.67232054,0.67713577,0.784638,0.90751994,0.77534556,0.8833929,0
0.20014133,0.13166864,0.19530423,0.10970327,0.19693607,0.11503784,0.31330624,0.09004082,0.40849647,0.1012609,0.49621534,0.17510109,0.6095027,0.17659788,0.4262873,0.33796173,0.47132748,0.32265025,0.1883604,0.41731304,0.17931788,0.33674613,0.55338085,0.46517223,0.62547743,0.46152,0.6202258,0.6864573,0.6703475,0.6768504,0.78499687,0.90577686,0.7781375,0.8819593,0
0.20663369,0.13302529,0.19442491,0.11244605,0.20383866,0.118526846,0.30238363,0.09247265,0.41311237,0.10366809,0.48786414,0.1754819,0.5860531,0.17247073,0.4297317,0.33526045,0.4419482,0.31445014,0.18960907,0.410433,0.14174202,0.3259329,0.5191475,0.4558579,0.5764951,0.44962564,0.5965102,0.6625865,0.60110456,0.6519135,0.78716075,0.88462985,0.7706567,0.86161333,0
0.16781782,0.13755685,0.15461136,0.11533867,0.17430155,0.120222814,0.26713943,0.09142595,0.41009796,0.10153768,0.4389146,0.17297836,0.5879803,0.1739126,0.38492626,0.33307803,0.4441286,0.31670982,0.15352346,0.4229119,0.15805955,0.32952544,0.4925905,0.45129427,0.5924889,0.44757012,0.5523954,0.67446595,0.616764,0.6670528,0.7576551,0.90263903,0.74452204,0.8805677,0
0.16459264,0.14344735,0.15083794,0.11978378,0.1574908,0.12551865,0.27265146,0.09003882,0.39125857,0.10276179,0.4491365,0.17306775,0.5908274,0.17460667,0.38131124,0.33823714,0.44289732,0.3234977,0.1514529,0.41440922,0.17033581,0.33589235,0.51819193,0.46450034,0.6157866,0.46075386,0.58166903,0.68527484,0.64778227,0.67702717,0.74195313,0.90542394,0.7504484,0.8814983,0
0.16977902,0.13423683,0.16522916,0.11289172,0.15485138,0.12071228,0.2887169,0.09128956,0.3334749,0.107202694,0.4711505,0.17301644,0.5106913,0.1752643,0.40083897,0.3274209,0.40171868,0.31696633,0.16428167,0.3944714,0.14309274,0.3388188,0.49458686,0.45431685,0.5129001,0.44996387,0.5739159,0.6677609,0.58008003,0.6549372,0.7775547,0.88910615,0.7472199,0.8654922,0
0.15783492,0.13666338,0.15348667,0.11301318,0.14117707,0.12022997,0.28498742,0.086605646,0.33082107,0.10303856,0.46757877,0.16738072,0.5269069,0.17316395,0.38990033,0.32629216,0.4053683,0.3163706,0.16365777,0.4095982,0.1546552,0.33597556,0.5061098,0.45218933,0.5444026,0.44983885,0.54374534,0.6699657,0.60604995,0.6604528,0.771926,0.9025165,0.74467593,0.8818047,0
0.1664851,0.1361112,0.16169803,0.11228941,0.14517869,0.12031463,0.2893008,0.083381034,0.32431448,0.10221644,0.49044162,0.1605408,0.52065325,0.16930029,0.4068332,0.31515238,0.42999458,0.32269716,0.13464685,0.36430445,0.19309343,0.35796767,0.5141452,0.44778106,0.53031665,0.4451749,0.5415327,0.67293906,0.60282654,0.66296023,0.7703014,0.90105057,0.72418207,0.87746257,0
0.17686385,0.1324174,0.17954418,0.109850936,0.16768046,0.11469283,0.31137478,0.08532591,0.3468397,0.097458795,0.4792067,0.16666451,0.5435972,0.17184564,0.40753633,0.32614893,0.43470132,0.3210331,0.21342908,0.4194723,0.19748679,0.35038322,0.52697986,0.45066926,0.5657951,0.44863445,0.57756025,0.67461383,0.61367434,0.6633113,0.7874713,0.89623076,0.7659651,0.87358475,0
0.16108355,0.1374984,0.1623419,0.11294007,0.14000282,0.11947986,0.31219268,0.0814455,0.31609535,0.098349765,0.49462637,0.16239026,0.52932537,0.17095213,0.4187592,0.32115543,0.4168976,0.31948176,0.20198795,0.407892,0.16801453,0.34740198,0.51526916,0.45077384,0.5369916,0.44817182,0.52644795,0.6711461,0.5659081,0.65733695,0.7591075,0.88389516,0.7276486,0.86231077,0
0.15477659,0.14019555,0.16082492,0.11913896,0.1429048,0.1237978,0.30122998,0.09407926,0.33455664,0.10490932,0.4596392,0.17156395,0.51457274,0.17023145,0.37879318,0.32763812,0.41264212,0.30771127,0.20083985,0.42148528,0.15744536,0.35967374,0.5139544,0.45364478,0.5526914,0.44968104,0.5489708,0.6756326,0.6104571,0.6678441,0.76774305,0.89569247,0.74739426,0.87973636,0
0.16812418,0.13701622,0.16786753,0.1126666,0.14382175,0.11915168,0.31359363,0.08008399,0.32672575,0.09675231,0.5241839,0.15905127,0.5466977,0.16456251,0.42239004,0.31302467,0.45174304,0.324535,0.11132338,0.3361011,0.19921486,0.37208107,0.54283327,0.45211992,0.55232763,0.44774818,0.55236727,0.6763972,0.6003959,0.66772234,0.76909626,0.8963602,0.7442198,0.8802006,0
0.17293441,0.13612466,0.17658347,0.111788556,0.14554904,0.11775639,0.33348623,0.07951731,0.32433313,0.09516963,0.52875715,0.15908122,0.54153305,0.16286243,0.41089284,0.3166855,0.43318066,0.32563528,0.13115877,0.34957373,0.20834105,0.38320777,0.55043995,0.45425552,0.5536811,0.44960025,0.5695093,0.67506427,0.6080146,0.6643857,0.76853406,0.8962163,0.74254906,0.8782783,0
0.16818321,0.13530087,0.17877398,0.11162403,0.13983756,0.118655734,0.32690108,0.083414555,0.2913192,0.1005229,0.5207513,0.16177422,0.48861542,0.16907324,0.45472196,0.30636394,0.41988683,0.31414095,0.12247653,0.33278868,0.16666362,0.35407892,0.5221306,0.45716515,0.49547777,0.45374396,0.54286075,0.68776464,0.5767141,0.6794299,0.749709,0.9043242,0.68120897,0.88648844,0
0.1725408,0.13445412,0.1781033,0.11145191,0.14846691,0.11829374,0.3193942,0.08566518,0.31596434,0.101770975,0.51739323,0.16208677,0.5217053,0.16787648,0.44140226,0.31068608,0.43895322,0.3161981,0.12644692,0.33639395,0.19064215,0.34595358,0.5463486,0.45465478,0.5428731,0.45127583,0.5579377,0.68214965,0.6185615,0.67477584,0.76921624,0.90144974,0.72286004,0.8842031,0
0.15310082,0.13331461,0.16699083,0.11122722,0.1303184,0.116281174,0.32613796,0.08349943,0.3106587,0.09532843,0.50870174,0.16263914,0.51789576,0.16251707,0.42147818,0.31913617,0.43616095,0.3114429,0.1291154,0.35116172,0.16121234,0.34224835,0.5591643,0.45927933,0.563687,0.4546551,0.64186364,0.68331486,0.6703548,0.67611647,0.7695185,0.88482434,0.7686185,0.8686094,0
0.16278128,0.12974234,0.17625926,0.107399754,0.13760278,0.11272135,0.33311445,0.07810035,0.31342596,0.09068928,0.50548065,0.15390426,0.5257417,0.15490311,0.41781735,0.30670285,0.4383973,0.30122954,0.12740153,0.35339293,0.1540383,0.33990467,0.5677854,0.4533373,0.5799407,0.44845366,0.65212035,0.6880842,0.68127847,0.67599857,0.76765406,0.8933265,0.7643601,0.8693602,0
0.14912719,0.12862,0.1645637,0.10643096,0.12892176,0.11102781,0.3286577,0.07827382,0.31006867,0.08920994,0.5018182,0.15656938,0.52730185,0.15826991,0.425306,0.30729976,0.43969405,0.3028593,0.11961945,0.34849948,0.13478369,0.3340953,0.5654445,0.44944447,0.5806921,0.4451186,0.6402767,0.68469256,0.66788524,0.6747425,0.7762975,0.89542234,0.7615233,0.87498087,0
0.14647074,0.12855092,0.16385478,0.106510445,0.1268489,0.11088247,0.33032283,0.079111814,0.30636838,0.089343786,0.49755675,0.15715764,0.52471167,0.15810522,0.429717,0.30677536,0.43654326,0.30006012,0.13555868,0.3564361,0.13365,0.3348057,0.562762,0.44901863,0.5806212,0.44467476,0.6425755,0.68333167,0.6724938,0.67351043,0.7745964,0.8932022,0.7690303,0.87301767,0
0.13487306,0.13414727,0.15059993,0.11132803,0.109640546,0.116592884,0.31289482,0.08305931,0.27589095,0.09520655,0.4791175,0.16029583,0.49931818,0.16091065,0.4527076,0.31194273,0.4323445,0.30096245,0.18700108,0.3752836,0.15009885,0.34662464,0.5549931,0.4396286,0.5722674,0.43492395,0.5847637,0.6662381,0.64398587,0.6550068,0.7649088,0.89836776,0.75756085,0.87341964,0
0.14652878,0.12980899,0.15584338,0.10852089,0.13351004,0.112761155,0.31752592,0.07934508,0.33158815,0.08952346,0.4856104,0.15142126,0.5236675,0.1521182,0.4682044,0.29756615,0.44288462,0.28858948,0.2384,0.3685995,0.14747201,0.3348334,0.56221765,0.4276018,0.59409267,0.42312813,0.6043194,0.6638664,0.66936433,0.652788,0.7621196,0.89433,0.76353896,0.8656715,0
0.16639926,0.13235116,0.16553497,0.10992951,0.14087595,0.11808135,0.31028688,0.08411817,0.31665146,0.1019535,0.50806665,0.15745345,0.5168961,0.16318826,0.4972782,0.29680377,0.44574636,0.29716083,0.20120175,0.3525592,0.1797797,0.3470082,0.5843652,0.4363586,0.5863118,0.43312982,0.62298506,0.6558898,0.6638007,0.64557374,0.7639047,0.8857043,0.755915,0.8605792,0
0.1450984,0.13077763,0.14904474,0.109779716,0.113434985,0.11451197,0.30174226,0.08042357,0.2888077,0.09255512,0.51363325,0.14833272,0.50808764,0.14843889,0.48176306,0.29480764,0.42887944,0.28578496,0.26802292,0.37745008,0.19305179,0.35581812,0.5648379,0.43314996,0.56270856,0.42894503,0.5950329,0.6506268,0.6198656,0.64305985,0.7522289,0.8856456,0.731643,0.86081433,0
0.12786074,0.11237783,0.15411757,0.09106764,0.096089765,0.09625802,0.33951408,0.068005845,0.26130107,0.07952666,0.51619685,0.14214191,0.48097733,0.14497404,0.4932899,0.2958524,0.44498202,0.3011489,0.29921436,0.40027627,0.24023145,0.4013123,0.6021065,0.42722353,0.585713,0.42363286,0.6257807,0.6614032,0.70925295,0.65104437,0.76594186,0.89525074,0.7865947,0.8718362,0
0.13659614,0.10239725,0.1733629,0.08111505,0.096590996,0.08651805,0.3598719,0.063787505,0.22860767,0.07534256,0.5235656,0.14407349,0.46179223,0.14738187,0.4918828,0.297718,0.4467208,0.30212152,0.3084452,0.39799634,0.25223708,0.39789674,0.6049552,0.43124554,0.57006574,0.4281458,0.6306865,0.66134214,0.70950574,0.6515854,0.7673562,0.89395785,0.7911328,0.8715859,0
0.124961466,0.11774702,0.15530808,0.096760124,0.10167262,0.10004149,0.36037317,0.074393466,0.29463455,0.08132925,0.5248563,0.15172592,0.51317847,0.14746276,0.47456777,0.3114123,0.4529011,0.30352244,0.27973768,0.40276536,0.22816919,0.39441314,0.6017613,0.43474394,0.60183954,0.42866525,0.6082101,0.6581222,0.7013453,0.6468511,0.77599436,0.8954126,0.7914861,0.871863,0
0.139313,0.13358106,0.13619544,0.110575914,0.11182688,0.11655678,0.2849328,0.078716755,0.3113107,0.09358501,0.5157289,0.15157904,0.5260094,0.15618572,0.49581677,0.3073222,0.46164697,0.3080693,0.30098963,0.40275505,0.22332767,0.3818354,0.5860632,0.4387957,0.59368056,0.4355108,0.5777792,0.6532713,0.65114933,0.6451375,0.792882,0.88943505,0.75989556,0.87024003,0
0.14411962,0.13064015,0.13716444,0.109361604,0.11485944,0.11465829,0.27851874,0.07717085,0.31285933,0.090737484,0.53185433,0.14285533,0.5171427,0.14392301,0.50712854,0.29284585,0.44160134,0.2875509,0.23490115,0.37163395,0.17552133,0.3619536,0.57581055,0.4293279,0.5685799,0.42456636,0.5845214,0.64971966,0.6123788,0.6432809,0.7631507,0.89257467,0.7392337,0.86580145,0
0.13403603,0.12278642,0.12057238,0.10406334,0.12831531,0.10684089,0.23771816,0.077856876,0.37629378,0.08396046,0.49242803,0.14178963,0.5537133,0.13705792,0.5347518,0.2892158,0.5312393,0.28510404,0.27789456,0.3829226,0.258029,0.37193778,0.55418193,0.4268594,0.5977019,0.4206099,0.5854733,0.6434207,0.64128685,0.6403444,0.76950175,0.8918934,0.7564046,0.87323946,0
0.14686808,0.1299966,0.13517915,0.11086841,0.12997423,0.114482194,0.25342116,0.08165587,0.35359383,0.09040232,0.5085176,0.14228559,0.5459791,0.13831218,0.52566487,0.28740692,0.5236362,0.27412152,0.28549737,0.37930247,0.27363208,0.33835277,0.5688862,0.4308874,0.59322065,0.42512658,0.5905142,0.6503707,0.6373645,0.64529353,0.7654529,0.89265645,0.7407983,0.87113374,0
0.14498813,0.1274468,0.13226442,0.108727224,0.13273802,0.11213348,0.2593515,0.08032029,0.37216341,0.08869412,0.53359395,0.14090873,0.5464797,0.13756393,0.5413251,0.28800455,0.50173646,0.28279203,0.29435197,0.3775422,0.2680133,0.3659762,0.5868975,0.4276715,0.5954823,0.42188028,0.6149341,0.6547398,0.64888376,0.65008694,0.7791695,0.89656967,0.75097495,0.87593234,0
0.1476835,0.11828558,0.14603202,0.09891995,0.13463485,0.10168748,0.2974344,0.07267037,0.36708343,0.07968533,0.5432972,0.13920781,0.56717014,0.1362509,0.5532532,0.28408757,0.5234124,0.27897477,0.30551052,0.38584572,0.26205796,0.35668495,0.58084667,0.42400745,0.59690744,0.41851643,0.6187953,0.65177864,0.6630629,0.64567053,0.7791765,0.8920317,0.7563064,0.8768038,0
0.14650063,0.12719733,0.14184277,0.107913256,0.12799883,0.1106951,0.28409073,0.08086896,0.36242747,0.08800698,0.52414644,0.14512624,0.5565543,0.14044657,0.5236818,0.2897559,0.50533503,0.28545997,0.28728554,0.40094358,0.28817305,0.3920229,0.57600844,0.43380156,0.5988187,0.42803606,0.6131628,0.654666,0.66254956,0.6487741,0.78016144,0.89422494,0.75666565,0.877492,0
0.13272853,0.12264114,0.1289394,0.1037848,0.123853035,0.10555962,0.26416603,0.08008625,0.37066716,0.08378125,0.49746534,0.14937606,0.5691689,0.13810056,0.4930584,0.297821,0.545867,0.27446586,0.28914663,0.4080189,0.36017078,0.36092067,0.5690076,0.43494406,0.6114336,0.42789534,0.6313449,0.66311276,0.678266,0.6566816,0.7871845,0.8984693,0.76666456,0.88290435,0
0.14046678,0.11861137,0.15189373,0.09924364,0.12892199,0.101522416,0.31858376,0.079834364,0.33843794,0.085320584,0.53069526,0.15428872,0.541201,0.15034005,0.4957856,0.30413163,0.43860137,0.29220307,0.25065672,0.37974364,0.14068794,0.33650738,0.5686464,0.43597746,0.5759411,0.43102872,0.6412612,0.663312,0.6624832,0.6534847,0.7904929,0.9018735,0.7863989,0.8790195,0
0.1481685,0.119446754,0.15385677,0.10135543,0.14093961,0.10263713,0.30411047,0.08185568,0.37391812,0.08444154,0.5303402,0.15305263,0.5626944,0.14091583,0.5073175,0.29855755,0.5221883,0.27103323,0.2856063,0.38224727,0.31867918,0.33656517,0.5735774,0.428205,0.59089786,0.42082617,0.6225313,0.6483315,0.6731723,0.6413917,0.7901124,0.8857393,0.772153,0.8698471,0
0.15027997,0.12122162,0.15783122,0.10253578,0.13806684,0.1042886,0.3135356,0.08161946,0.36427727,0.08524883,0.532383,0.15388027,0.5730145,0.1405437,0.4985451,0.3042738,0.55515176,0.26852813,0.26246867,0.3792998,0.3999763,0.31622764,0.57677716,0.4278239,0.5971571,0.4201981,0.61837524,0.64524794,0.68319833,0.63767284,0.7829625,0.884035,0.76625174,0.8691758,0
0.16348667,0.119825915,0.16707797,0.100312576,0.15460226,0.10278013,0.32318518,0.07899425,0.37592,0.08491202,0.5596893,0.1549093,0.568808,0.14757438,0.51204824,0.31588766,0.43880466,0.29226094,0.20423913,0.3606073,0.14232779,0.3230036,0.593062,0.43861246,0.6003987,0.43159214,0.6446762,0.6622445,0.666761,0.6527989,0.7961904,0.9001342,0.7902742,0.87171954,0
0.24713841,0.12576701,0.25185296,0.105242364,0.23359005,0.11061129,0.39991498,0.08371758,0.41803977,0.095292784,0.59227026,0.16386622,0.58776355,0.16612427,0.54686266,0.32075354,0.44464862,0.3103051,0.2553674,0.374293,0.13706636,0.31979898,0.62641144,0.44503874,0.622661,0.4409702,0.67051303,0.66536856,0.67357475,0.6536311,0.80355334,0.89618534,0.7711167,0.86944157,0
